# OpenSignals Text File Format. Version 1
# {"20:18:08:08:02:04": {"sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "device name": "20:18:08:08:02:04", "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "sync interval": 2, "time": "19:5:59.573", "comments": "", "device connection": "/dev/tty.BITalino-02-04-DevB", "channels": [1, 2, 3, 4, 5, 6], "keywords": "", "convertedValues": 0, "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "date": "2019-11-22", "special": [{}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	0	0	0	0	507	456	100	0	0	0	
1	0	0	0	0	506	470	100	0	0	0	
2	0	0	0	0	510	482	100	0	0	0	
3	0	0	0	0	510	488	100	0	0	0	
4	0	0	0	0	511	492	100	0	0	0	
5	0	0	0	0	516	495	100	0	0	0	
6	0	0	0	0	513	497	100	0	0	0	
7	0	0	0	0	511	499	100	0	0	0	
8	0	0	0	0	510	503	100	0	0	0	
9	0	0	0	0	511	504	100	0	0	0	
10	0	0	0	0	511	506	100	0	0	0	
11	0	0	0	0	510	513	100	0	0	0	
12	0	0	0	0	508	522	100	0	0	0	
13	0	0	0	0	502	532	100	0	0	0	
14	0	0	0	0	502	536	100	0	0	0	
15	0	0	0	0	502	535	100	0	0	0	
0	0	0	0	0	502	531	100	0	0	0	
1	0	0	0	0	503	524	100	0	0	0	
2	0	0	0	0	504	507	100	0	0	0	
3	0	0	0	0	505	486	100	0	0	0	
4	0	0	0	0	510	463	100	0	0	0	
5	0	0	0	0	510	442	100	0	0	0	
6	0	0	0	0	512	427	100	0	0	0	
7	0	0	0	0	513	419	100	0	0	0	
8	0	0	0	0	517	422	100	0	0	0	
9	0	0	0	0	515	432	100	0	0	0	
10	0	0	0	0	513	449	100	0	0	0	
11	0	0	0	0	512	469	100	0	0	0	
12	0	0	0	0	514	487	100	0	0	0	
13	0	0	0	0	510	504	100	0	0	0	
14	0	0	0	0	509	522	100	0	0	0	
15	0	0	0	0	508	537	100	0	0	0	
0	0	0	0	0	504	549	100	0	0	0	
1	0	0	0	0	503	555	100	0	0	0	
2	0	0	0	0	502	557	100	0	0	0	
3	0	0	0	0	501	555	100	0	0	0	
4	0	0	0	0	504	550	100	0	0	0	
5	0	0	0	0	502	545	100	0	0	0	
6	0	0	0	0	501	541	100	0	0	0	
7	0	0	0	0	505	534	100	0	0	0	
8	0	0	0	0	508	523	100	0	0	0	
9	0	0	0	0	511	511	100	0	0	0	
10	0	0	0	0	513	503	100	0	0	0	
11	0	0	0	0	515	497	100	0	0	0	
12	0	0	0	0	514	494	100	0	0	0	
13	0	0	0	0	518	497	100	0	0	0	
14	0	0	0	0	514	506	100	0	0	0	
15	0	0	0	0	513	518	100	0	0	0	
0	0	0	0	0	514	524	100	0	0	0	
1	0	0	0	0	511	526	100	0	0	0	
2	0	0	0	0	510	522	100	0	0	0	
3	0	0	0	0	507	514	100	0	0	0	
4	0	0	0	0	505	503	100	0	0	0	
5	0	0	0	0	504	492	100	0	0	0	
6	0	0	0	0	503	485	100	0	0	0	
7	0	0	0	0	502	484	100	0	0	0	
8	0	0	0	0	502	493	100	0	0	0	
9	0	0	0	0	502	511	100	0	0	0	
10	0	0	0	0	506	531	100	0	0	0	
11	0	0	0	0	505	549	100	0	0	0	
12	0	0	0	0	509	563	100	0	0	0	
13	0	0	0	0	513	571	100	0	0	0	
14	0	0	0	0	512	576	100	0	0	0	
15	0	0	0	0	512	580	100	0	0	0	
0	0	0	0	0	516	581	100	0	0	0	
1	0	0	0	0	517	583	100	0	0	0	
2	0	0	0	0	513	580	100	0	0	0	
3	0	0	0	0	512	568	100	0	0	0	
4	0	0	0	0	512	551	100	0	0	0	
5	0	0	0	0	510	536	100	0	0	0	
6	0	0	0	0	509	524	100	0	0	0	
7	0	0	0	0	505	511	100	0	0	0	
8	0	0	0	0	503	496	100	0	0	0	
9	0	0	0	0	499	481	100	0	0	0	
10	0	0	0	0	503	465	100	0	0	0	
11	0	0	0	0	503	450	100	0	0	0	
12	0	0	0	0	504	440	100	0	0	0	
13	0	0	0	0	503	435	100	0	0	0	
14	0	0	0	0	506	432	100	0	0	0	
15	0	0	0	0	507	432	100	0	0	0	
0	0	0	0	0	507	433	100	0	0	0	
